gene_class,symbol,geneid,samp1,samp2,samp3,samp4,samp5,samp6,samp7,samp8,samp9,samp10,samp11,samp12
Endogenous,RAD51AP1,NM_001130862.1,1169,32,72,683,43,4,39,40,98,43,84,48
Endogenous,ZNF254,NM_203282.3,347,22,21,225,45,10,44,34,61,22,81,62
Endogenous,ZNF675,NM_138330.2,262,27,46,183,46,12,51,38,42,29,75,71
Endogenous,BCL2A1,NM_004049.2,184,17,65,150,25,15,43,30,64,39,50,42
Endogenous,BRCA1,NM_007294.3,1096,30,64,588,32,9,36,33,50,38,56,43
Endogenous,DTL,NM_016448.2,704,23,55,497,22,7,23,20,41,26,58,36
Endogenous,EXO1,NM_003686.3,1391,23,51,812,30,4,28,17,50,48,64,35
Endogenous,HSD17B8,NM_014234.3,310,39,51,180,26,35,36,22,57,34,41,28
Endogenous,KLRD1,NM_007334.2,34,72,14,43,23,27,131,84,203,35,38,36
Endogenous,MYB,NM_001130173.1,1380,18,39,1157,35,12,31,19,65,35,53,27
Endogenous,NRF1,NM_001040110.1,250,20,66,134,28,20,43,28,33,20,56,45
Endogenous,PFKM,NM_000289.5,316,29,67,352,31,28,31,25,37,36,53,46
Endogenous,PHGDH,NM_006623.3,2070,31,48,1226,42,5,24,35,47,52,76,23
Endogenous,PIK3R3,NM_003629.3,55,14,56,56,30,11,27,20,17,10,51,33
Endogenous,SLC16A13,NM_201566.2,235,32,32,140,31,15,48,29,41,33,56,55
Endogenous,TK2,NM_004614.3,111,17,52,83,22,10,29,37,54,16,44,42
Endogenous,ZNF100,NM_173531.3,300,35,48,181,45,32,34,27,46,31,65,61
Endogenous,BRCA2,NM_000059.3,508,29,44,235,24,10,23,24,57,22,48,34
Endogenous,CLOCK,NM_004898.2,181,18,29,98,32,17,29,24,29,19,50,53
Endogenous,HK2,NM_000189.4,1173,19,18,1099,25,8,21,29,101,27,37,25
Endogenous,IL7,NM_000880.3,20,24,36,17,32,13,51,49,33,19,93,85
Endogenous,NCR1,NM_004829.5,33,23,154,25,16,5,96,39,29,8,53,11
Endogenous,NQO1,NM_000903.2,736,16,54,444,20,13,27,26,33,33,47,35
Endogenous,PLA2G15,NM_012320.3,182,24,28,120,24,14,35,33,44,17,36,57
Endogenous,PSAT1,NM_021154.3,821,27,31,610,24,7,36,23,44,31,45,51
Endogenous,SLC2A6,NM_001145099.1,74,10,28,55,31,10,20,19,26,11,68,20
Endogenous,STK3,NM_006281.3,125,24,42,74,27,7,25,26,46,28,46,65
Endogenous,XRCC2,NM_005431.1,1090,20,40,636,19,4,27,16,52,19,41,31
Endogenous,ACACA,NM_198834.1,261,14,26,177,15,8,20,8,26,14,22,11
Endogenous,ADAL,NM_001012969.2,305,21,16,178,19,23,30,12,32,13,31,24
Endogenous,AFMID,NM_001010982.4,270,5,28,207,12,12,15,9,30,14,33,16
Endogenous,ALOX5,NM_000698.2,105,8,3,56,4,1,3,4,6,4,4,3
Endogenous,APOM,NM_019101.2,111,7,15,72,9,8,21,11,23,15,26,14
Endogenous,CCNA1,NM_003914.3,136,1,5,99,2,1,8,8,4,9,5,9
Endogenous,CD244,NM_001166663.1,95,15,50,53,7,3,12,10,20,10,26,24
Endogenous,CD274,NM_014143.3,230,11,22,154,9,7,23,16,42,4,30,39
Endogenous,CD68,NM_001251.2,470,5,14,288,16,3,14,14,17,12,19,15
Endogenous,CREB3L3,NM_001271995.1,107,11,8,54,2,4,11,20,7,10,14,7
Endogenous,CYP1B1,NM_000104.3,1508,1,3,791,1,5,3,1,2,2,7,1
Endogenous,EFNA4,NM_005227.2,74,5,13,54,18,7,23,16,16,11,31,23
Endogenous,EME1,XM_011524392.1,483,15,23,295,15,4,13,17,23,17,27,19
Endogenous,ENO3,NM_001976.4,145,19,20,62,19,10,21,15,20,8,26,36
Endogenous,ERCC6,NM_001277058.1,191,15,47,103,20,11,35,28,32,10,43,31
Endogenous,FDXR,NM_004110.3,166,12,28,83,11,15,13,17,18,19,19,30
Endogenous,FLT1,NM_002019.4,33,40,65,44,21,9,19,29,69,28,33,19
Endogenous,FNIP2,NM_020840.1,315,7,29,150,13,10,16,30,21,14,32,19
Endogenous,FOXP3,NM_014009.3,488,3,5,576,2,3,9,2,12,4,6,4
Endogenous,GAD1,NM_000817.2,96,8,2,93,3,3,6,2,5,4,7,3
Endogenous,IL4,NM_000589.2,257,1,2,218,1,1,3,1,1,4,3,3
Endogenous,IL4I1,NM_152899.1,88,2,7,64,10,6,11,9,19,32,16,19
Endogenous,KYAT1,NM_004059.4,237,15,31,144,39,16,28,17,15,15,47,28
Endogenous,L2HGDH,NM_024884.2,246,16,23,131,11,8,15,13,18,13,32,23
Endogenous,LDHC,NM_002301.2,67,4,10,56,5,4,6,10,8,5,10,4
Endogenous,LEPR,NM_001003679.1,104,8,10,60,8,11,9,11,17,10,13,10
Endogenous,MCAT,NM_014507.3,159,16,30,130,14,15,24,19,22,16,20,14
Endogenous,MSRB2,NM_012228.3,204,9,33,143,16,17,17,18,17,27,32,20
Endogenous,MYBL1,NM_001080416.3,168,7,13,82,18,5,16,10,10,10,20,24
Endogenous,NAGLU,NM_000263.3,160,26,23,88,21,18,30,19,33,15,28,30
Endogenous,NDC1,NM_001168551.1,577,8,25,336,14,1,20,10,44,18,37,34
Endogenous,NT5E,NM_002526.2,124,4,27,100,1,3,8,3,13,38,8,12
Endogenous,PCLAF,NM_014736.5,631,19,32,394,11,1,17,22,42,21,32,30
Endogenous,PDCD1LG2,NM_025239.3,169,17,40,113,15,7,14,13,26,14,25,42
Endogenous,PDGFRB,NM_002609.3,255,5,3,165,11,2,6,7,3,4,7,6
Endogenous,PSPH,NM_004577.3,147,11,18,108,20,12,18,14,15,18,33,20
Endogenous,PTGS2,NM_000963.1,51,3,5,92,3,1,4,4,6,4,4,4
Endogenous,PUDP,NM_001178135.1,264,20,26,193,17,6,25,21,27,22,38,29
Endogenous,PYCR1,NM_006907.2,566,8,13,542,11,6,11,13,15,25,13,8
Endogenous,PYCR3,NM_023078.2,244,10,17,188,7,8,15,17,20,24,26,15
Endogenous,RBKS,NM_022128.2,58,5,18,54,7,3,10,13,11,12,15,7
Endogenous,SELENOK,NM_021237.3,107,9,18,77,17,5,20,17,26,19,29,17
Endogenous,SLC7A11,NM_014331.3,256,9,6,217,10,2,4,3,7,10,6,2
Endogenous,SRR,NM_021947.1,205,16,24,120,11,14,11,14,17,16,22,26
Endogenous,THBS1,NM_003246.2,210,30,17,52,8,11,21,8,8,8,4,6
Endogenous,UMPS,NM_000373.2,262,16,36,152,25,17,28,21,39,14,42,25
Endogenous,VEGFA,NM_001025366.1,102,29,4,125,4,7,14,15,48,9,6,5
Endogenous,ZNF682,NM_001077349.1,243,20,23,93,26,10,33,17,39,8,29,27
Endogenous,ZNF85,NM_001256171.1,239,16,27,138,25,13,32,23,33,31,36,38
Endogenous,ZNF93,NM_031218.3,148,7,12,93,15,6,16,10,19,12,33,11
Endogenous,ACACB,NM_001093.3,70,13,16,41,14,8,14,19,20,5,26,26
Endogenous,ASCL1,NM_004316.3,5,8,6,7,7,58,22,12,27,2,12,9
Endogenous,CCND1,NM_053056.2,16,23,21,9,12,8,14,17,55,33,20,27
Endogenous,COL6A1,NM_001848.2,81,1,2,39,1,1,3,4,6,7,2,2
Endogenous,EHHADH,NM_001166415.1,63,12,7,41,9,2,11,9,10,13,38,19
Endogenous,GMPR,NM_006877.3,51,6,6,37,5,6,8,9,7,7,13,3
Endogenous,GNG12,NM_018841.3,8,9,7,14,44,4,15,9,24,22,69,40
Endogenous,IL2,NM_000586.2,25,5,8,111,3,3,4,3,10,5,4,1
Endogenous,ITGB5,NM_002213.3,13,12,31,7,2,1,49,7,51,30,18,23
Endogenous,KIR3DL1/2,NM_001322168.1,36,7,22,17,8,5,55,13,11,5,32,11
Endogenous,LTC4S,NM_145867.1,80,5,13,26,12,4,6,11,13,6,13,9
Endogenous,TPH1,NM_004179.1,57,3,8,30,7,6,5,4,9,2,7,7
Endogenous,XDH,NM_000379.3,9,107,2,13,8,23,20,10,10,11,10,4
Endogenous,A2M,NM_000014.4,3,1,3,3,5,4,2,2,3,2,3,1
Endogenous,AADAT,NM_016228.3,4,1,3,9,2,4,1,4,4,6,1,4
Endogenous,AANAT,NM_001088.2,12,1,1,3,2,2,1,1,1,3,2,3
Endogenous,ACADL,NM_001608.3,1,2,4,4,1,4,4,2,2,3,2,1
Endogenous,ACMSD,NM_138326.2,7,5,3,2,1,3,6,1,1,3,4,1
Endogenous,ACOT12,NM_130767.2,13,7,9,19,7,4,4,5,4,4,6,5
Endogenous,ACY1,NM_000666.2,19,2,2,13,6,3,4,5,6,8,6,6
Endogenous,ADH1A,NM_000667.3,6,4,1,4,3,4,7,7,9,4,4,1
Endogenous,ADH1B,NM_000668.4,2,4,3,8,2,1,4,3,4,2,3,4
Endogenous,ADH1C,NM_000669.3,5,3,4,5,5,4,4,6,8,4,6,4
Endogenous,ADH4,NM_000670.3,10,1,2,8,4,6,8,5,5,6,5,6
Endogenous,ADH6,NM_000672.3,18,5,11,21,7,7,7,3,6,5,8,7
Endogenous,ADH7,NM_000673.3,6,3,7,7,5,3,4,6,7,3,1,1
Endogenous,AGXT,NM_000030.2,11,5,5,8,3,3,4,3,2,4,4,6
Endogenous,AGXT2,NM_031900.3,10,5,11,5,11,4,11,8,11,8,6,8
Endogenous,AKR1C4,NM_001818.2,3,1,1,5,1,2,1,2,4,1,1,1
Endogenous,ALDH2,NM_000690.2,13,20,8,12,4,9,10,6,2,4,9,6
Endogenous,ALDOB,NM_000035.3,7,2,10,8,4,7,12,7,6,4,7,6
Endogenous,ALOX12,NM_000697.1,9,2,2,6,8,1,6,6,4,3,6,3
Endogenous,ALOX15,NM_001140.3,20,7,10,10,7,8,6,8,6,6,8,6
Endogenous,AMDHD1,NM_152435.2,37,4,10,32,15,5,9,7,8,4,9,11
Endogenous,AMPD1,NM_000036.2,6,1,4,4,1,4,3,3,5,1,3,1
Endogenous,AOC1,NM_001091.2,2,4,2,7,2,4,5,2,2,5,1,2
Endogenous,AOC3,NM_001277731.1,24,2,2,16,4,5,7,3,3,4,4,6
Endogenous,AOX1,NM_001159.3,7,2,8,12,13,3,9,11,4,5,11,6
Endogenous,APOA1,NM_000039.1,4,1,4,9,5,1,5,3,1,1,6,3
Endogenous,APOA2,NM_001643.1,11,1,3,6,1,4,1,2,2,1,1,3
Endogenous,APOA4,NM_000482.3,25,9,5,13,5,6,11,6,5,7,6,5
Endogenous,APOB,NM_000384.2,13,12,21,9,9,13,13,13,17,15,17,23
Endogenous,APOC2,NM_000483.3,16,7,7,8,7,8,4,6,4,10,10,9
Endogenous,APOC3,NM_000040.1,8,3,3,3,4,6,1,3,7,1,4,4
Endogenous,APOE,NM_000041.2,20,7,6,9,7,5,7,8,2,7,4,4
Endogenous,AR,NM_000044.2,16,4,3,12,2,5,7,8,7,1,6,9
Endogenous,ARG1,NM_000045.3,8,1,2,7,2,1,3,1,3,3,1,1
Endogenous,ASMT,NM_001171039.1,3,1,3,2,1,1,2,1,3,2,1,3
Endogenous,ASPA,NM_000049.2,19,3,3,7,6,8,8,7,3,4,3,9
Endogenous,ASPG,NM_001080464.2,5,2,1,4,2,1,3,2,2,1,5,4
Endogenous,BHMT,NM_001713.2,6,1,4,4,2,1,4,1,1,3,1,3
Endogenous,BHMT2,NM_001178005.1,15,2,10,4,7,8,4,5,12,7,13,7
Endogenous,BLK,NM_001715.2,13,6,12,3,3,4,4,7,7,7,19,8
Endogenous,BTK,NM_000061.1,14,6,5,7,3,4,2,7,1,3,2,3
Endogenous,CA12,NM_001218.3,5,1,5,5,1,2,4,1,2,3,2,7
Endogenous,CA9,NM_001216.2,10,2,7,6,4,1,8,6,5,7,4,6
Endogenous,CACNA1A,NM_001127221.1,8,6,5,7,5,3,7,5,2,3,3,5
Endogenous,CACNA1E,NM_000721.2,5,5,2,5,4,4,6,5,2,1,1,3
Endogenous,CACNB4,NM_000726.3,18,3,12,8,6,2,4,11,3,2,6,10
Endogenous,CACNG2,NM_006078.3,2,6,9,8,4,5,4,4,7,4,6,4
Endogenous,CACNG3,NM_006539.2,4,3,4,2,4,3,10,8,4,6,5,6
Endogenous,CACNG7,NM_031896.3,1,3,5,4,2,3,9,6,2,6,2,3
Endogenous,CCL13,NM_005408.2,7,1,3,6,3,3,6,1,2,1,5,2
Endogenous,CCL19,NM_006274.2,6,2,3,3,1,2,3,3,3,3,2,1
Endogenous,CD14,NM_000591.2,19,4,5,18,2,1,7,2,5,2,4,5
Endogenous,CD163,NM_004244.4,7,1,2,4,2,3,1,1,2,2,2,2
Endogenous,CD180,NM_005582.2,15,3,1,22,5,7,2,3,5,4,3,4
Endogenous,CD19,XM_011545981.1,9,4,8,5,5,5,3,8,6,5,10,2
Endogenous,CD209,NM_001144899.1,1,3,1,2,4,2,3,1,3,2,3,1
Endogenous,CD36,NM_000072.3,7,2,2,3,4,1,2,2,4,1,3,5
Endogenous,CDA,NM_001785.2,5,3,9,1,2,2,2,2,3,9,2,2
Endogenous,CEACAM3,NM_001815.3,13,3,4,1,3,4,6,2,6,5,4,3
Endogenous,CMKLR1,NM_004072.2,9,4,5,8,1,3,7,1,5,6,5,5
Endogenous,COL4A1,NM_001845.4,5,3,3,4,1,4,7,5,7,1,6,3
Endogenous,CPA3,NM_001870.2,8,1,1,2,2,1,3,4,2,1,7,1
Endogenous,CPS1,NM_001875.3,11,3,3,4,5,2,6,2,4,7,2,8
Endogenous,CSF3R,NM_000760.3,1,3,2,2,1,1,1,4,3,3,6,1
Endogenous,CTSL,NM_001912.4,40,2,7,19,3,23,8,9,9,10,7,6
Endogenous,CXCL9,NM_002416.2,12,5,8,10,3,2,5,9,8,4,3,2
Endogenous,CYBB,NM_000397.3,4,2,4,3,4,3,2,4,4,2,3,2
Endogenous,CYP1A1,NM_000499.3,32,2,1,9,1,2,1,2,3,2,1,1
Endogenous,CYP1A2,NM_000761.3,13,2,6,9,4,1,3,5,3,1,4,2
Endogenous,CYP4A11,NM_000778.3,12,4,3,7,1,1,2,5,2,3,3,6
Endogenous,CYP4A22,NM_001010969.3,10,4,5,6,4,2,3,5,5,3,4,1
Endogenous,CYP8B1,NM_004391.2,9,4,5,3,3,2,4,5,5,2,5,2
Endogenous,DAO,NM_001917.4,15,2,5,9,2,1,4,2,5,2,6,4
Endogenous,DDC,NM_000790.3,5,2,2,6,2,5,3,2,5,3,7,3
Endogenous,DEPTOR,NM_022783.3,8,4,4,14,3,4,4,6,3,1,5,4
Endogenous,DMGDH,NM_013391.2,8,1,2,3,3,1,2,2,3,4,6,1
Endogenous,DUOX1,NM_175940.1,3,4,2,5,2,3,1,5,4,4,6,3
Endogenous,DUOX2,NM_014080.4,9,3,11,5,3,2,4,6,4,3,10,3
Endogenous,FAM30A,NR_026800.2,7,1,2,2,1,1,5,3,4,1,3,4
Endogenous,FBP1,NM_000507.3,16,6,6,6,5,3,4,3,4,9,3,1
Endogenous,FCAR,NM_002000.2,10,6,1,4,4,3,6,3,4,8,6,3
Endogenous,FCRL2,NM_001159488.1,3,3,2,1,1,4,2,7,3,3,1,3
Endogenous,FGF1,NM_033137.1,9,4,2,11,6,2,5,2,7,4,4,6
Endogenous,FLT3,NM_004119.2,26,1,2,5,1,1,3,1,5,3,3,3
Endogenous,FOLH1,NM_004476.1,11,5,4,8,3,4,7,6,4,2,6,5
Endogenous,FOLH1B,NM_153696.2,11,6,4,7,5,4,5,8,6,3,5,6
Endogenous,FOLR1,NM_000802.2,10,8,4,5,4,2,5,7,5,5,7,9
Endogenous,FOLR3,NM_000804.2,30,2,4,21,3,2,7,1,5,4,4,4
Endogenous,FPR1,NM_002029.3,11,2,4,4,3,4,5,4,3,2,3,5
Endogenous,FTCD,NM_006657.2,5,4,3,5,2,6,5,5,6,2,7,2
Endogenous,G6PC,NM_000151.2,8,2,3,3,1,4,2,2,6,3,3,4
Endogenous,GADL1,NM_207359.2,3,2,1,6,1,1,3,3,4,3,1,6
Endogenous,GAPDHS,NM_014364.4,7,1,2,3,1,1,8,3,4,2,7,2
Endogenous,GATM,NM_001482.2,15,1,2,7,1,2,3,1,2,2,5,3
Endogenous,GCK,NM_000162.4,11,2,8,6,2,5,7,5,7,2,6,2
Endogenous,GDA,NM_001242506.2,2,5,1,3,1,3,4,1,4,2,5,2
Endogenous,GLS2,NM_013267.2,7,6,5,8,5,5,5,7,7,4,6,9
Endogenous,GLYAT,NM_005838.3,7,2,2,3,2,2,1,3,1,1,1,1
Endogenous,GPT,NM_005309.2,9,8,5,6,10,8,7,4,2,9,9,4
Endogenous,GRIN1,NM_000832.5,10,3,7,4,1,1,4,7,4,4,5,2
Endogenous,GYS2,NM_021957.3,22,5,4,11,7,12,7,8,2,8,8,6
Endogenous,HAAO,NM_012205.2,7,1,10,7,8,1,6,6,10,2,10,11
Endogenous,HDC,NM_002112.3,13,7,3,12,7,4,2,3,8,1,3,3
Endogenous,HIF3A,NM_152796.2,9,2,2,6,2,1,3,3,3,2,2,1
Endogenous,HK3,NM_002115.1,13,3,10,20,7,1,3,6,8,3,2,3
Endogenous,HLA-DQA1,NM_002122.3,4,1,4,4,4,3,8,6,2,6,6,1
Endogenous,HNF4A,NM_178850.1,6,1,3,4,1,1,5,1,1,1,2,1
Endogenous,HPD,NM_002150.2,4,1,1,3,1,2,2,1,2,2,2,1
Endogenous,HSD11B1,NM_181755.1,17,14,12,9,3,9,12,12,25,8,14,15
Endogenous,HSPA2,NM_021979.3,39,20,29,38,7,2,8,15,22,10,20,28
Endogenous,IDO1,NM_002164.5,7,2,14,9,4,3,6,6,4,5,3,2
Endogenous,IDO2,NM_194294.2,6,1,3,5,2,2,4,3,3,2,1,5
Endogenous,IL6,NM_000600.3,22,2,3,16,1,2,3,5,4,10,2,6
Endogenous,INMT,NM_006774.4,14,5,6,6,6,3,11,9,7,2,7,12
Endogenous,INSR,NM_000208.2,25,32,7,16,3,11,9,4,6,5,9,4
Endogenous,ITGA11,NM_012211.3,9,2,1,4,1,1,1,1,1,3,1,2
Endogenous,KIR3DL3,NM_153443.3,6,4,3,3,8,7,6,15,4,11,8,4
Endogenous,KMO,NM_003679.3,6,3,3,12,3,5,2,8,5,7,6,3
Endogenous,KRT1,NM_006121.2,5,4,3,8,4,5,5,3,3,1,1,2
Endogenous,KYNU,NM_003937.2,6,2,5,5,7,1,11,5,3,4,8,4
Endogenous,LAMA4,NM_001105209.1,13,4,2,6,4,2,4,1,3,6,7,1
Endogenous,LAMB1,NM_002291.2,7,3,10,5,4,3,5,3,1,1,5,2
Endogenous,LAMC1,NM_002293.3,6,4,4,4,1,3,3,2,6,4,7,1
Endogenous,LY86,NM_004271.3,43,7,6,32,5,7,4,2,14,9,6,3
Endogenous,MAPK8IP1,NM_005456.2,26,1,5,8,4,7,4,2,3,2,13,7
Endogenous,MAPT,NM_016834.3,14,11,10,16,4,11,16,11,11,11,13,9
Endogenous,MAT1A,NM_000429.2,12,2,7,9,3,5,8,2,5,8,6,7
Endogenous,MPO,NM_000250.1,7,4,5,4,1,1,3,2,7,2,6,1
Endogenous,MRAS,NM_001085049.2,4,4,9,8,5,4,12,7,12,2,1,5
Endogenous,MS4A1,NM_152866.2,4,2,1,7,8,2,7,3,5,4,5,3
Endogenous,MS4A2,NM_000139.3,7,4,4,3,4,1,3,4,2,7,5,4
Endogenous,MS4A4A,NM_024021.2,8,2,4,6,4,2,4,1,4,2,3,2
Endogenous,MYCL,NM_001033081.2,24,2,3,12,3,1,5,5,4,1,2,4
Endogenous,MYCN,NM_005378.4,9,3,8,9,5,1,5,2,10,4,7,5
Endogenous,NAALAD2,NM_005467.3,19,2,8,27,4,2,3,5,4,2,5,2
Endogenous,NAT8L,NM_178557.3,13,2,8,13,1,2,4,4,2,6,5,5
Endogenous,NDUFA11,NM_175614.4,11,2,4,8,1,1,4,3,1,2,2,1
Endogenous,NGFR,NM_002507.3,9,3,8,4,2,1,3,4,3,3,5,4
Endogenous,NOS1,NM_000620.4,13,1,3,4,2,3,2,5,3,1,2,5
Endogenous,NOS2,NM_000625.4,8,4,5,8,4,7,7,1,5,5,8,2
Endogenous,NOS3,NM_000603.4,35,2,2,19,5,8,3,4,3,4,6,5
Endogenous,NOX1,NM_007052.4,7,7,4,5,6,1,9,11,6,9,5,9
Endogenous,NOX3,NM_015718.2,13,9,9,13,4,8,8,9,6,4,13,6
Endogenous,NOX4,NM_001143836.2,3,3,1,6,1,3,2,6,1,3,2,2
Endogenous,NPR1,NM_000906.3,7,3,6,1,1,3,5,1,9,1,6,3
Endogenous,NPR2,NM_003995.3,46,3,13,39,10,8,11,3,8,3,20,10
Endogenous,NR2F1,NM_005654.4,16,2,4,8,4,1,9,2,9,6,6,5
Endogenous,OGDHL,NM_018245.2,15,1,3,12,3,1,4,3,6,6,4,4
Endogenous,OTC,NM_000531.5,6,2,5,7,1,3,5,6,6,1,5,3
Endogenous,PAH,NM_000277.1,9,8,3,5,5,9,5,5,3,2,5,3
Endogenous,PCK1,NM_002591.2,14,5,5,9,2,3,1,2,2,2,6,2
Endogenous,PDGFB,NM_033016.2,7,2,1,4,3,1,6,5,7,8,9,2
Endogenous,PDK4,NM_002612.3,5,6,5,3,3,2,10,9,14,6,5,1
Endogenous,PFKFB1,NM_002625.2,15,2,13,15,5,2,8,5,6,4,7,8
Endogenous,PGAM2,NM_000290.3,29,6,5,11,5,1,6,10,9,6,4,8
Endogenous,PKLR,NM_181871.3,17,4,3,10,1,4,3,4,6,8,4,3
Endogenous,PNOC,NM_001284244.1,3,1,2,7,3,8,3,7,3,3,4,2
Endogenous,PPARGC1A,NM_013261.3,1,3,1,1,2,1,1,5,3,2,7,2
Endogenous,PRKAA2,NM_006252.2,1,5,3,6,4,3,5,8,3,4,6,4
Endogenous,PRKCG,NM_002739.3,7,4,1,5,4,3,5,5,5,3,4,3
Endogenous,PRKN,NM_004562.2,6,5,3,8,2,1,1,1,1,1,7,6
Endogenous,PRODH2,NM_021232.1,24,2,6,15,12,3,8,6,4,4,10,4
Endogenous,PTGES,NM_004878.4,5,1,4,8,1,1,3,4,1,4,3,1
Endogenous,PTGS1,NM_000962.2,14,25,17,10,16,8,13,7,13,8,8,15
Endogenous,PTK2,NM_005607.4,13,1,11,10,3,3,5,7,4,35,5,4
Endogenous,PTK6,NM_001256358.1,11,4,5,12,7,9,11,9,9,13,13,15
Endogenous,PTPN5,NM_001039970.1,5,8,4,5,2,1,7,6,7,5,5,8
Endogenous,RBP4,NM_006744.3,14,6,6,5,4,6,5,4,4,5,7,4
Endogenous,RGN,NM_152869.3,14,3,7,8,1,11,6,2,3,5,8,8
Endogenous,RIMKLA,NM_173642.3,10,3,5,16,4,2,5,3,3,3,9,1
Endogenous,RIMKLB,NM_020734.2,47,4,3,14,4,8,10,6,7,9,13,8
Endogenous,RUNX2,NM_001024630.3,30,5,5,16,1,3,6,5,3,2,5,8
Endogenous,S100A1,NM_006271.1,3,1,3,2,2,1,1,3,1,4,1,1
Endogenous,S100A12,NM_005621.1,6,6,1,1,1,1,1,5,6,1,6,5
Endogenous,SDS,NM_006843.2,5,5,3,5,2,1,4,5,5,2,4,1
Endogenous,SDSL,NM_138432.2,9,3,1,7,3,1,4,2,1,1,2,4
Endogenous,SEM1,NM_001201451.1,6,4,3,5,2,4,2,4,2,3,3,1
Endogenous,SERINC2,NM_018565.3,20,7,7,13,3,6,10,9,4,5,5,11
Endogenous,SIGLEC5,NM_003830.3,14,11,13,7,12,6,9,2,11,3,16,8
Endogenous,SLC16A11,NM_153357.1,11,2,3,9,2,4,6,4,4,4,2,2
Endogenous,SLC16A2,NM_006517.3,5,2,3,5,2,3,5,2,3,2,1,6
Endogenous,SLC16A8,NM_013356.2,5,3,3,7,4,3,1,1,1,3,8,1
Endogenous,SLC27A1,NM_198580.1,10,4,8,7,4,3,14,4,9,7,13,13
Endogenous,SLC2A3,NM_006931.2,31,5,20,11,10,5,10,11,12,8,19,13
Endogenous,SLC2A5,NM_003039.2,16,6,8,9,4,2,5,9,6,6,12,7
Endogenous,SLC3A1,NM_000341.3,14,3,4,9,3,2,7,8,4,5,1,4
Endogenous,SLC6A12,NM_003044.3,3,2,6,8,2,8,4,8,3,4,4,1
Endogenous,SLC6A18,NM_182632.2,16,6,2,8,3,5,6,5,14,5,8,1
Endogenous,SLC6A19,NM_001003841.2,18,6,7,4,9,6,5,6,3,4,7,6
Endogenous,SLC7A9,NM_014270.4,17,3,5,15,5,4,7,10,4,4,4,10
Endogenous,SOD3,NM_003102.2,5,3,1,3,2,1,1,1,1,2,2,1
Endogenous,SOX2,NM_003106.2,4,2,2,7,2,1,2,4,1,3,1,5
Endogenous,SPIB,NM_003121.3,16,2,10,18,4,3,13,8,4,2,11,10
Endogenous,TCL1A,NR_049726.1,7,2,7,1,6,3,5,5,5,7,3,6
Endogenous,TDO2,NM_005651.2,5,1,1,4,1,1,2,2,4,2,1,1
Endogenous,TF,NM_001063.2,13,1,2,6,1,2,1,4,3,1,7,6
Endogenous,TH,NM_000360.3,11,2,7,9,3,3,7,8,5,8,2,1
Endogenous,THBS2,NM_003247.2,12,6,13,11,2,2,6,7,7,11,10,6
Endogenous,TLR10,NM_030956.2,10,8,4,9,8,1,15,10,11,9,7,9
Endogenous,TLR2,NM_003264.3,45,5,3,17,10,6,6,5,9,9,4,12
Endogenous,TLR4,NM_138554.2,17,3,3,6,4,4,3,5,5,6,7,7
Endogenous,TLR7,NM_016562.3,6,1,3,11,1,1,5,1,2,1,5,3
Endogenous,TNFRSF17,NM_001192.2,15,7,8,4,6,5,11,3,4,4,12,9
Endogenous,TPSAB1/B2,NM_003294.3,7,1,4,9,1,2,1,3,1,1,6,4
Endogenous,TTPA,NM_000370.3,12,2,3,10,4,2,1,6,3,1,4,1
Endogenous,TTR,NM_000371.3,11,2,5,3,5,4,6,3,4,4,5,1
Endogenous,UPP2,NM_001135098.1,5,2,1,6,2,1,6,2,3,1,4,3
Endogenous,WNT1,NM_005430.2,5,1,2,5,2,1,1,3,3,1,3,4
Endogenous,WNT2,NM_003391.2,7,2,1,5,2,1,3,3,1,4,7,1
Endogenous,ZNF610,NM_001161427.1,8,3,7,14,3,5,9,3,9,5,10,5
