gene_class,symbol,geneid,samp1,samp2,samp3,samp4,samp5,samp6,samp7,samp8,samp9,samp10,samp11,samp12
Endogenous,TRAV20,TCRVA_028.1,282,29,35,274,396,17,434,68,174,42,156,1072
Endogenous,TRAV21,TCRVA_029.1,424,27,2602,343,22,15,344,91,153,82,30,65
Endogenous,TRAV35,TCRVA_040.1,275,28,8,270,208,2,178,51,377,193,194,115
Endogenous,TRAV38-2,TCRVA_043.1,308,303,26,286,33,2,91,28,172,64,97,58
Endogenous,TRAV6,TCRVA_007.1,269,66,313,308,42,5,25,94,67,49,1743,108
Endogenous,TRAV9-2,TCRVA_015.1,486,372,11,458,41,26,69,59,332,149,20,682
Endogenous,TRBV14,TCRVB_036.1,223,85,47,195,7,5,14,218,118,3133,164,262
Endogenous,TRBV3-1,TCRVB_002.1,383,35,48,337,69,2,80,113,103,155,19,306
Endogenous,TRBV30,TCRVB_047.1,293,45,10,290,104,42,115,76,197,92,34,161
Endogenous,TRBV4-2,TCRVB_004.1,364,1057,98,354,23,125,125,41,1689,40,238,41
Endogenous,TRBV5-1,TCRVB_006.1,279,13,1,292,29,39,106,162,222,63,83,150
Endogenous,TRBV6-2,TCRVB_012.1,419,28,11,415,11,8,255,84,444,222,57,113
Endogenous,TRBV6-6,ENST00000390371.1,230,17,24,225,1872,5,88,55,199,246,91,59
Endogenous,TRDV1,ENST00000390452.1,830,134,174,616,6,7,640,166,38,33,155,56
Endogenous,AURKA,NM_003600.2,458,30,62,401,48,21,36,42,114,109,70,67
Endogenous,IKZF2,NM_001079526.1,576,41,67,665,103,16,92,31,57,50,534,44
Endogenous,IL18BP,NM_001039659.1,144,23,67,127,45,22,48,42,154,122,73,70
Endogenous,IL2RA,NM_000417.1,9308,34,13,17956,14,22,96,118,1195,478,23,161
Endogenous,NRF1,NM_001040110.1,198,29,68,210,50,28,42,53,116,84,89,70
Endogenous,PIDD1,NM_145886.2,267,44,61,242,49,29,50,54,146,127,80,58
Endogenous,PIK3R2,NM_005027.2,199,48,51,198,60,24,45,47,73,84,81,82
Endogenous,RAI1,NM_030665.3,149,32,66,139,45,6,35,42,133,117,68,73
Endogenous,SOCS5,NM_014011.4,183,44,48,176,50,24,36,71,148,98,70,91
Endogenous,TRAV25,TCRVA_033.1,340,40,15,340,73,10,62,54,173,169,23,1514
Endogenous,TRAV26-2,TCRVA_035.1,168,78,26,194,17,5,78,27,80,92,25,85
Endogenous,TRBV13,TCRVB_035.1,533,66,58,481,20,121,43,470,46,202,22,45
Endogenous,TRBV24-1,TCRVB_042.1,299,11,62,257,29,14,90,136,928,51,19,384
Endogenous,TRBV29-1,TCRVB_046.1,491,13,6,400,11,5,47,121,1672,84,7806,125
Endogenous,TRIM34,NM_130390.2,133,36,48,148,53,11,51,70,97,105,74,99
Endogenous,ACVR2A,NM_001616.3,41,29,25,42,15,68,87,109,170,122,30,76
Endogenous,CCR6,NM_031409.2,36,4,10,30,14,7,74,85,87,123,138,122
Endogenous,CIITA,NM_000246.3,95,31,38,120,54,28,48,56,101,75,58,52
Endogenous,CISH,NM_145071.2,2577,21,22,2753,21,13,45,77,257,103,46,121
Endogenous,DHFR2,NM_001195643.1,194,38,37,231,53,18,29,41,87,96,56,70
Endogenous,FKBP1A,NM_000801.4,394,29,47,406,32,24,56,34,125,120,51,65
Endogenous,IL10,NM_000572.2,50,30,40,126,87,4,32,33,108,106,78,75
Endogenous,IL21,NM_021803.2,14,59,55,13,63,19,80,36,345,635,34,98
Endogenous,KLRD1,NM_007334.2,29,91,15,52,20,8,158,141,696,113,37,68
Endogenous,PIK3R3,NM_003629.3,67,30,59,98,41,14,37,36,80,82,76,49
Endogenous,TNFRSF10B,NM_003842.3,103,44,43,171,52,38,38,47,128,120,64,75
Endogenous,TRAV10,TCRVA_016.1,254,43,65,278,10,15,55,73,111,39,12,69
Endogenous,TRAV41,TCRVA_046.1,324,12,21,312,24,4,74,86,370,41,18,180
Endogenous,TRAV8-1,TCRVA_009.1,198,15,2787,182,36,5,61,36,35,1250,826,40
Endogenous,TRBV5-4,TCRVB_007.1,85,144,7,78,17,6,27,9,120,92,12,112
Endogenous,TRBV5-6,TCRVB_009.1,145,23,10,164,12,4,75,406,69,12,107,21
Endogenous,TRBV6-1,TCRVB_011.1,325,13,11,323,30,5,71,41,205,64,38,138
Endogenous,TRBV6-9,TCRVB_017.1,119,22,25,113,21,14,122,99,136,101,35,51
Endogenous,ACTN1,NM_001102.3,1077,19,72,1113,5,11,22,26,176,100,17,31
Endogenous,BID,NM_197966.1,159,25,22,129,54,25,55,39,77,49,56,60
Endogenous,CCL28,NM_148672.2,221,25,46,203,25,10,38,45,105,57,47,64
Endogenous,CD86,NM_175862.3,86,23,63,113,30,4,11,11,91,60,38,36
Endogenous,CXCL10,NM_001565.2,58,11,22,143,11,8,29,18,121,78,15,106
Endogenous,GOT1,NM_002079.2,233,18,36,251,32,20,30,33,67,79,60,46
Endogenous,IL7,NM_000880.3,19,30,37,14,31,11,48,63,71,85,77,79
Endogenous,NBL1,NM_182744.2,233,31,82,220,28,7,42,55,147,100,37,48
Endogenous,RORC,NM_001001523.1,32,13,13,24,17,17,48,58,90,251,108,95
Endogenous,SHMT1,NM_148918.1,420,36,41,389,36,36,48,53,125,97,55,59
Endogenous,TRAV27,TCRVA_036.1,292,8,12,251,19,5,29,67,74,203,9,45
Endogenous,TRAV34,TCRVA_039.1,115,189,6,123,16,3,21,131,77,10,15,41
Endogenous,TRBV15,TCRVB_037.1,195,11,3,167,33,4,30,59,42,56,10,721
Endogenous,TRBV7-6,TCRVB_021.1,313,24,10,267,8,4,367,17,25,311,31,112
Endogenous,ZBTB16,NM_006006.4,140,16,613,108,6,1,19,15,99,256,6,28
Endogenous,ACVR1B,NM_020328.3,116,46,10,152,13,19,38,31,93,124,32,42
Endogenous,AFDN,NM_001040000.2,343,12,27,308,16,4,22,33,134,94,24,49
Endogenous,BATF3,NM_018664.2,2598,13,21,3781,11,10,16,18,105,79,20,19
Endogenous,CD276,NM_001024736.1,16,53,24,17,15,12,58,48,461,363,15,114
Endogenous,CD38,NM_001775.2,1943,43,24,2274,40,18,43,49,361,96,41,53
Endogenous,CD45RA,NM_002838.4,342,26,35,308,17,16,22,25,71,66,28,36
Endogenous,CTNND1,NM_001331.2,63,20,41,71,29,34,39,41,77,83,40,38
Endogenous,GFER,NM_005262.2,184,19,37,192,23,14,36,43,89,63,47,53
Endogenous,HK2,NM_000189.4,638,24,14,853,17,6,21,38,167,82,22,32
Endogenous,IFIT2,NM_001547.4,79,17,50,98,45,5,38,29,112,38,48,56
Endogenous,IKZF4,NM_022465.3,312,30,24,347,17,4,25,29,146,71,24,40
Endogenous,IL12RB2,NM_001559.2,956,11,5,1195,5,17,16,23,125,68,7,27
Endogenous,IL13,NM_002188.2,1650,12,5,4900,7,8,11,15,63,87,11,18
Endogenous,LIF,NM_002309.3,3231,11,3,6114,9,12,9,8,73,97,8,20
Endogenous,OXSM,NM_017897.2,190,15,32,194,39,18,36,29,84,63,51,39
Endogenous,PSAT1,NM_021154.3,541,21,40,559,26,6,21,27,72,60,50,40
Endogenous,PTCD1,NM_015545.2,153,23,28,160,23,12,18,22,56,61,29,37
Endogenous,SOCS2,NM_003877.3,534,20,13,492,14,9,24,45,312,49,34,115
Endogenous,TRAV30,TCRVA_038.1,116,139,3,75,7,20,233,11,7,11,8,3
Endogenous,TRAV36,TCRVA_041.1,122,14,4,113,4,1,356,46,116,38,23,23
Endogenous,TRBV11-3,TCRVB_031.1,123,56,38,179,6,2,25,18,50,77,1,28
Endogenous,TRBV12-5,TCRVB_034.1,125,16,7,106,5,5,69,115,10,35,8,14
Endogenous,TRBV7-7,TCRVB_022.1,83,2,1,82,3,1,6,7,26,41,270,172
Endogenous,CD274,NM_014143.3,103,21,26,131,18,8,19,31,64,41,18,30
Endogenous,CEACAM1,NM_001712.3,120,6,25,123,15,3,11,20,59,24,11,28
Endogenous,EBI3,NM_005755.2,27,21,14,68,6,6,17,30,159,63,10,55
Endogenous,GRPEL1,NM_025196.2,327,12,34,342,20,7,35,40,81,55,44,43
Endogenous,HSD11B1,NM_005525.2,18,15,5,14,5,33,36,28,94,65,25,58
Endogenous,IL22,NM_020525.4,73,3,4,180,1,1,7,8,20,670,1,7
Endogenous,KIR3DL1/2,NM_013289.2,40,16,83,31,13,6,72,33,126,42,45,26
Endogenous,NT5E,NM_002526.2,95,25,39,157,16,6,18,22,41,95,19,21
Endogenous,PDCD1LG2,NM_025239.3,100,13,24,117,7,6,25,29,68,35,17,39
Endogenous,PTGER2,NM_000956.2,2894,15,5,2357,6,2,8,20,88,45,6,45
Endogenous,SLC2A11,NM_030807.4,93,28,25,114,20,15,28,18,63,39,23,28
Endogenous,TRAV18,TCRVA_026.1,74,17,75,81,10,2,28,16,34,30,47,48
Endogenous,TRAV39,TCRVA_044.1,252,8,21,184,18,1,18,22,45,34,25,59
Endogenous,TRBV11-1,TCRVB_029.1,150,15,7,112,19,5,32,7,88,38,5,24
Endogenous,TRBV25-1,TCRVB_043.1,162,49,3,126,5,20,23,11,19,19,8,57
Endogenous,USP18,NM_017414.3,288,14,8,379,11,12,15,29,131,40,22,47
Endogenous,VAV3,NM_001079874.1,42,41,39,45,24,17,63,42,123,68,52,50
Endogenous,ACACA,NM_198834.1,114,12,19,155,12,12,21,22,54,50,20,22
Endogenous,ACSF2,NM_001288968.1,86,12,20,76,16,8,17,25,37,30,18,18
Endogenous,CD68,NM_001251.2,278,8,14,336,14,4,20,25,43,27,37,24
Endogenous,CRLF2,NM_022148.3,88,6,6,132,9,10,14,13,17,12,7,11
Endogenous,CXCL8,NM_000584.2,1079,15,3,4360,6,5,10,9,19,14,10,8
Endogenous,FOXP3,NM_014009.3,239,7,4,514,3,1,5,7,6,4,3,3
Endogenous,IFIT1,NM_001548.3,49,2,2,75,2,2,7,15,94,19,2,34
Endogenous,IFIT3,NM_001031683.2,63,5,8,76,6,2,7,6,42,13,5,25
Endogenous,IFNGR2,NM_005534.3,85,7,9,99,6,9,6,8,5,6,5,5
Endogenous,IGF1R,NM_000875.4,66,5,5,81,4,8,8,9,20,22,11,8
Endogenous,IL12A,NM_000882.2,73,6,10,122,32,2,11,13,19,27,47,14
Endogenous,IL17F,NM_052872.3,225,2,3,343,5,1,2,4,3,9,7,2
Endogenous,IL1A,NM_000575.3,52,5,3,107,2,3,4,9,62,10,4,6
Endogenous,IL23A,NM_016584.2,280,8,13,455,7,8,17,14,18,32,15,23
Endogenous,IL23R,NM_144701.2,47,5,6,83,5,2,25,15,26,61,17,25
Endogenous,IL3RA,NM_002183.2,173,1,1,251,1,1,2,6,28,24,2,9
Endogenous,IL4,NM_000589.2,176,3,3,381,5,3,1,4,9,9,4,6
Endogenous,IL5,NM_000879.2,683,1,1,2056,1,2,3,2,4,5,1,1
Endogenous,IL9,NM_000590.1,84,6,1,384,1,2,7,7,7,14,5,5
Endogenous,IRF8,NM_002163.2,57,5,23,78,3,2,9,8,39,42,5,6
Endogenous,KYAT1,NM_004059.4,119,14,19,134,28,8,25,28,36,36,49,28
Endogenous,LAIR1,NM_002287.3,1112,8,16,904,6,8,15,20,34,25,11,19
Endogenous,MAML3,NM_018717.4,91,3,4,101,2,3,4,6,9,3,3,2
Endogenous,MCAT,NM_014507.3,111,22,29,125,25,12,25,25,36,40,22,36
Endogenous,MTCP1,NM_001018025.3,72,9,9,85,10,11,15,13,32,29,22,23
Endogenous,NCR1,NM_004829.5,17,17,127,16,17,7,62,40,32,13,50,15
Endogenous,PHGDH,NM_006623.2,692,33,29,647,20,16,30,22,38,52,47,18
Endogenous,PPARD,NM_006238.4,71,19,31,49,21,31,24,24,58,53,35,40
Endogenous,PPT2,NM_001204103.1,96,10,10,121,16,7,21,16,31,42,19,15
Endogenous,PSPH,NM_004577.3,79,11,18,96,13,9,24,22,37,34,23,25
Endogenous,PTGDR2,NM_004778.1,97,3,4,115,2,2,1,1,1,2,1,3
Endogenous,PYCR1,NM_006907.2,328,6,9,496,17,6,21,9,34,38,11,6
Endogenous,PYCR3,NM_023078.2,119,15,11,142,22,12,9,24,36,22,13,10
Endogenous,SRC,NM_005417.3,36,20,23,33,23,10,21,35,89,79,27,32
Endogenous,SRR,NM_021947.1,131,12,16,114,19,10,11,17,34,29,14,18
Endogenous,TNFRSF11A,NM_003839.3,173,3,5,216,4,3,7,2,5,8,2,5
Endogenous,TNFSF13B,NM_001145645.2,92,11,22,74,15,20,20,24,31,32,27,25
Endogenous,TRBV10-2,TCRVB_027.1,89,31,5,65,4,4,44,22,32,45,14,25
Endogenous,TRBV5-5,TCRVB_008.1,59,5,8,56,2,1,4,3,17,6,3,13
Endogenous,TRDV3,ENST00000535880.1,72,2,6,61,11,9,3,7,8,5,4,7
Endogenous,B3GAT1,NM_054025.2,4,18,20,5,40,12,9,23,51,44,58,52
Endogenous,CCL17,NM_002987.2,13,3,3,72,1,1,5,2,6,4,4,1
Endogenous,CCL22,NM_002990.3,10,11,3,137,3,5,8,9,13,2,2,4
Endogenous,CCL23,NM_005064.4,4,7,20,3,6,2,2,13,138,13,12,41
Endogenous,CCL24,NM_002991.2,17,5,16,6,7,9,9,16,96,18,13,19
Endogenous,CD244,NM_001166663.1,39,15,30,60,12,6,31,20,34,38,26,21
Endogenous,FCGR3A/B,NM_000570.4,15,28,71,22,34,8,46,28,39,21,49,27
Endogenous,ICOSLG,NM_015259.5,50,16,22,59,26,13,42,36,33,54,33,33
Endogenous,IL2,NM_000586.2,19,8,4,89,7,4,7,10,18,21,7,8
Endogenous,IL3,NM_000588.3,30,6,9,172,7,4,7,11,45,14,8,17
Endogenous,MMP9,NM_004994.2,5,14,20,18,16,9,19,32,72,35,12,26
Endogenous,NCAM1,NM_000615.5,26,15,6,59,5,3,15,24,46,21,4,26
Endogenous,PTGS2,NM_000963.1,27,3,3,94,1,3,9,10,9,7,2,8
Endogenous,SGK3,NM_013257.3,61,21,21,43,27,11,24,33,42,48,41,32
Endogenous,TRAV40,TCRVA_045.1,20,10,2,29,1,2,9,4,13,5,1,56
Endogenous,TRBV16,TCRVB_038.1,15,1,1,17,3,15,4,155,39,37,7,6
Endogenous,TRBV7-4,TCRVB_020.1,26,24,17,32,55,4,14,8,24,111,11,24
Endogenous,TRGV4,ENST00000390345.1,18,7,114,16,14,4,21,21,28,36,34,38
Endogenous,ACVR1C,NM_145259.2,16,4,1,26,4,6,5,5,8,6,8,3
Endogenous,ALDH1L1,NM_012190.2,5,4,1,3,2,1,2,5,4,4,2,6
Endogenous,ALDH1L2,NM_001034173.3,2,3,2,10,3,3,2,6,4,1,2,1
Endogenous,ALDH8A1,NM_001193480.1,30,13,4,39,21,8,13,12,25,19,19,24
Endogenous,ANGPT2,NM_001147.2,4,2,2,4,6,5,3,5,6,6,3,3
Endogenous,AREG,NM_001657.2,4,6,9,9,12,9,13,15,25,12,15,8
Endogenous,BLK,NM_001715.2,10,9,10,21,8,5,6,8,9,17,32,14
Endogenous,C3,NM_000064.2,12,11,9,8,6,6,15,16,18,14,15,16
Endogenous,CARD10,NM_014550.3,9,1,2,12,6,2,6,10,7,8,9,7
Endogenous,CCL11,NM_002986.2,6,4,2,8,2,5,8,2,10,11,5,5
Endogenous,CCL13,NM_005408.2,1,1,2,1,2,3,3,1,3,2,1,4
Endogenous,CCL14,NM_032963.3,5,4,7,5,6,3,3,7,8,2,7,9
Endogenous,CCL15,NM_032965.3,4,4,2,7,4,8,7,7,7,9,6,3
Endogenous,CCL16,NM_004590.2,3,1,1,5,1,3,1,1,8,3,4,1
Endogenous,CCL18,NM_002988.2,5,1,6,10,4,6,7,5,13,6,9,7
Endogenous,CCL19,NM_006274.2,6,3,3,3,1,3,4,4,3,2,6,2
Endogenous,CCL2,NM_002982.3,9,3,3,7,2,2,5,5,10,6,8,14
Endogenous,CCL20,NM_004591.1,6,6,5,20,4,4,11,11,46,33,8,10
Endogenous,CCL21,NM_002989.2,1,2,2,5,2,3,1,5,2,1,2,2
Endogenous,CCL25,NM_005624.2,22,8,5,9,4,6,13,6,5,13,11,14
Endogenous,CCL26,NM_006072.4,4,7,3,5,5,3,7,13,8,8,8,1
Endogenous,CCL27,NM_006664.2,7,3,3,6,3,2,3,2,7,4,4,4
Endogenous,CCL7,NM_006273.2,4,6,6,6,3,4,7,6,5,7,6,5
Endogenous,CCL8,NM_005623.2,16,9,4,24,3,5,9,10,33,24,11,11
Endogenous,CD14,NM_000591.2,11,6,11,17,11,6,5,10,10,8,6,9
Endogenous,CD160,NM_007053.3,8,4,8,7,7,2,12,3,11,11,4,7
Endogenous,CD163,NM_004244.4,5,3,1,1,4,1,3,1,2,1,4,3
Endogenous,CD19,XM_011545981.1,6,5,4,7,11,7,8,5,12,4,8,4
Endogenous,CD1A,NM_001763.2,7,6,7,6,5,4,4,6,4,4,2,4
Endogenous,CD1D,NM_001766.3,5,5,2,8,1,3,3,2,10,3,2,1
Endogenous,CD209,NM_001144899.1,6,1,3,7,6,2,4,2,9,5,4,4
Endogenous,CD22,NM_001771.2,7,1,4,4,1,1,4,1,5,3,1,2
Endogenous,CD300C,XM_017024034.1,10,6,2,14,2,6,6,9,5,3,4,2
Endogenous,CD300E,NM_181449.1,1,3,1,3,2,4,4,3,2,6,3,3
Endogenous,CD300LF,NM_139018.3,2,1,1,2,2,1,6,7,6,28,1,4
Endogenous,CD33,NM_001177608.1,17,3,1,23,1,4,4,4,6,2,5,6
Endogenous,CD40,NM_001250.4,17,5,2,16,5,2,3,3,11,7,8,5
Endogenous,CEACAM3,NM_001815.3,4,1,3,1,1,1,6,3,5,2,3,3
Endogenous,CLCF1,NM_013246.2,7,7,15,11,8,3,9,14,25,9,8,16
Endogenous,CLDN1,NM_021101.3,4,7,6,12,5,3,8,6,8,11,3,10
Endogenous,CLDN23,NM_194284.2,5,6,11,6,5,3,5,6,15,5,8,4
Endogenous,CLDN3,NM_001306.3,7,8,5,4,4,5,8,3,5,3,4,4
Endogenous,CLDN4,NM_001305.3,9,11,8,9,6,5,20,16,14,15,15,16
Endogenous,CLDN7,NM_001307.3,6,5,3,11,6,3,3,4,7,10,5,5
Endogenous,CMKLR1,NM_004072.1,1,1,1,2,3,2,3,7,3,6,4,2
Endogenous,COLEC12,NM_130386.2,4,6,11,11,11,5,8,10,10,14,8,9
Endogenous,CPA3,NM_001870.2,3,2,1,5,1,2,2,2,4,1,2,2
Endogenous,CSF2RA,NM_006140.3,7,4,1,12,1,3,2,7,7,5,5,6
Endogenous,CSF3,NM_000759.3,4,4,2,4,5,3,7,5,3,8,2,6
Endogenous,CSF3R,NM_000760.3,7,1,4,8,3,4,5,5,5,5,5,9
Endogenous,CX3CL1,NM_002996.3,3,4,3,8,6,2,9,9,9,7,7,7
Endogenous,CXCL1,NM_001511.1,6,5,5,8,1,1,5,1,2,19,3,2
Endogenous,CXCL11,NM_005409.4,18,5,6,21,5,4,9,7,9,8,3,3
Endogenous,CXCL12,NM_199168.3,5,1,2,5,1,1,6,5,2,3,5,4
Endogenous,CXCL14,NM_004887.4,8,5,7,10,4,4,5,9,5,3,6,6
Endogenous,CXCL16,NM_001100812.1,20,10,6,23,7,7,9,15,39,14,7,17
Endogenous,CXCL2,NM_002089.3,6,2,3,6,3,5,6,1,2,5,5,2
Endogenous,CXCL3,NM_002090.2,1,14,17,6,11,12,15,20,39,20,14,26
Endogenous,CXCL5,NM_002994.3,7,3,2,5,2,6,2,5,6,4,5,8
Endogenous,CXCL6,NM_002993.3,1,2,2,3,1,1,1,1,5,1,2,1
Endogenous,CXCL9,NM_002416.1,1,1,4,11,2,2,5,7,10,7,8,6
Endogenous,CXCR5,NM_001716.3,10,5,13,17,36,11,18,20,44,36,21,6
Endogenous,CYBB,NM_000397.3,8,5,5,8,6,8,8,11,13,13,9,6
Endogenous,DLL1,NM_005618.3,7,5,2,5,2,1,1,6,9,11,2,4
Endogenous,EGF,NM_001963.4,4,6,3,7,2,6,6,3,10,8,5,2
Endogenous,ENTPD2,NM_203468.1,9,5,5,1,5,4,9,6,5,6,5,3
Endogenous,FAM30A,NR_026800.2,9,3,1,4,1,3,6,1,3,2,2,1
Endogenous,FCAR,NM_002000.2,1,3,5,3,2,1,4,3,5,3,2,1
Endogenous,FCRL2,NM_001159488.1,1,1,1,4,2,3,4,3,4,5,2,1
Endogenous,FPR1,NM_002029.3,4,1,4,5,3,3,6,4,9,2,4,1
Endogenous,GLS2,NM_013267.2,13,4,10,16,13,4,12,11,12,8,14,9
Endogenous,GRK4,NM_001004057.1,10,2,3,16,2,4,6,3,11,5,7,5
Endogenous,HDC,NM_002112.3,6,5,2,17,5,7,11,5,15,10,7,4
Endogenous,HK3,NM_002115.1,6,1,2,14,5,3,3,5,5,6,5,2
Endogenous,HLA-DQA1,NM_002122.3,6,4,2,5,1,1,5,1,5,1,1,4
Endogenous,IDO1,NM_002164.3,7,2,8,3,4,3,7,11,8,13,8,7
Endogenous,IDO2,NM_194294.2,2,1,3,3,2,3,4,5,7,5,4,3
Endogenous,IFNA1,NM_024013.1,2,2,3,2,5,1,1,2,7,6,1,2
Endogenous,IFNB1,NM_002176.2,3,1,3,10,1,1,1,4,2,8,4,3
Endogenous,IL11,NM_000641.2,7,2,3,9,6,2,2,4,9,4,5,6
Endogenous,IL12B,NM_002187.2,10,2,1,12,3,1,6,1,7,7,9,5
Endogenous,IL15,NM_172174.1,41,13,13,30,22,5,19,9,36,22,25,37
Endogenous,IL17A,NM_002190.2,17,2,1,34,2,4,2,7,8,26,12,23
Endogenous,IL17C,NM_013278.3,5,4,1,10,5,1,5,7,15,8,4,7
Endogenous,IL18,NM_001562.2,6,6,6,13,14,3,4,14,13,13,11,8
Endogenous,IL19,NM_013371.3,8,1,3,24,1,2,2,4,6,3,4,6
Endogenous,IL1B,NM_000576.2,7,10,8,7,6,4,5,6,8,7,5,6
Endogenous,IL1F10,NM_032556.4,8,4,2,5,2,1,2,1,8,3,3,5
Endogenous,IL1R1,NM_001320984.1,10,1,2,15,2,4,5,4,12,12,4,5
Endogenous,IL1RN,NM_000577.3,10,5,6,48,3,2,6,5,11,16,5,5
Endogenous,IL20,NM_018724.3,6,3,4,7,6,8,9,9,2,9,7,10
Endogenous,IL24,NM_181339.1,3,2,1,6,2,2,4,1,2,6,1,4
Endogenous,IL25,NM_022789.2,3,3,1,1,1,1,3,2,1,3,1,1
Endogenous,IL27,NM_145659.3,4,5,3,6,3,2,6,3,2,8,3,5
Endogenous,IL31,NM_001014336.1,5,2,4,8,5,3,1,2,5,5,6,6
Endogenous,IL33,NM_033439.2,5,3,4,5,2,4,14,7,8,9,4,10
Endogenous,IL36A,NM_014440.1,17,2,1,18,3,2,5,3,11,5,8,7
Endogenous,IL36B,NM_014438.3,5,2,5,5,2,7,4,7,6,3,4,5
Endogenous,IL36G,NM_019618.3,4,1,2,5,6,1,3,1,3,6,3,4
Endogenous,IL36RN,NM_012275.2,9,3,3,5,3,1,5,5,1,4,5,5
Endogenous,IL37,NM_014439.3,9,2,1,11,1,1,1,4,14,8,6,1
Endogenous,IL6,NM_000600.3,3,4,4,2,7,3,6,14,3,7,7,5
Endogenous,IRF6,NM_006147.2,5,9,8,10,3,5,6,13,15,7,3,5
Endogenous,JAG1,NM_000214.2,9,12,3,7,7,4,8,12,21,28,10,11
Endogenous,KLRF1,NM_016523.2,3,6,1,3,4,2,7,5,8,3,9,7
Endogenous,LDHC,NM_002301.2,37,5,6,47,6,6,8,6,23,17,8,7
Endogenous,LEFTY1,NM_020997.2,6,8,5,9,2,5,9,7,9,9,4,10
Endogenous,LILRA1,NM_001278318.1,6,1,2,6,3,1,5,4,2,7,4,3
Endogenous,LILRA5,NM_181879.2,4,6,3,5,1,4,7,4,1,3,3,6
Endogenous,LILRB2,NM_001278405.1,5,5,2,7,6,3,6,4,11,7,6,8
Endogenous,LILRB3,NM_006864.3,10,6,4,11,6,11,13,7,18,10,9,18
Endogenous,LILRB4,NM_001278426.3,8,2,2,4,1,4,1,2,2,4,2,2
Endogenous,LNX1,NM_032622.2,2,1,3,2,1,2,8,3,5,12,2,4
Endogenous,MAPK12,NM_002969.3,11,20,30,28,34,8,22,20,37,45,47,34
Endogenous,MDFIC,NM_199072.4,8,5,4,19,5,2,4,3,11,5,3,6
Endogenous,MINOS1,NR_033757.2,27,12,9,24,10,5,6,5,15,12,11,7
Endogenous,MMP2,NM_004530.2,7,8,15,10,9,9,23,12,12,16,12,21
Endogenous,MS4A1,NM_152866.2,4,15,6,14,26,9,13,15,13,14,18,13
Endogenous,MS4A2,NM_000139.3,7,2,4,7,4,6,3,4,4,1,4,1
Endogenous,MS4A4A,NM_024021.2,3,1,2,3,4,3,3,4,6,2,5,2
Endogenous,MYL9,NM_006097.3,13,4,11,10,4,2,5,13,11,8,7,5
Endogenous,NCR2,NM_004828.3,24,5,3,26,4,1,3,7,8,3,9,2
Endogenous,NRL,NM_006177.3,19,6,9,19,10,2,10,8,17,25,15,12
Endogenous,PDGFRA,NM_006206.3,8,2,1,14,5,1,6,5,1,2,3,9
Endogenous,PDPN,NM_006474.4,7,3,3,3,8,5,6,3,3,3,5,7
Endogenous,PFKFB4,NM_004567.2,20,9,7,31,10,7,18,15,55,21,11,16
Endogenous,PLA2G4B,NM_001114633.1,2,1,4,5,3,2,3,2,2,6,3,6
Endogenous,PLCB3,NM_000932.2,40,11,13,38,6,5,17,17,37,31,17,21
Endogenous,PNOC,NM_001284244.1,1,1,4,8,4,7,1,2,7,5,3,2
Endogenous,PPARGC1A,NM_013261.3,7,4,7,9,8,5,8,9,4,6,7,15
Endogenous,PROCR,NM_006404.3,15,5,6,15,8,2,7,7,8,7,5,5
Endogenous,PTGS1,NM_000962.2,1,32,20,5,13,14,20,5,18,37,7,14
Endogenous,RAG2,NM_000536.3,4,6,4,8,12,10,12,10,9,11,10,4
Endogenous,RARB,NM_000965.3,3,1,1,6,1,2,1,4,1,7,3,1
Endogenous,RDH5,NM_002905.3,47,13,27,45,20,10,20,19,53,34,23,29
Endogenous,RIMKLA,NM_173642.3,4,2,3,7,6,1,1,3,6,4,3,1
Endogenous,S100A12,NM_005621.1,1,1,4,11,1,1,3,1,3,2,1,3
Endogenous,SERINC4,NM_001258031.1,8,2,7,4,6,2,6,5,5,8,1,5
Endogenous,SIGLEC5,NM_003830.3,7,7,5,3,1,2,8,6,7,9,6,9
Endogenous,SLC2A2,NM_000340.1,1,2,4,10,2,1,2,1,1,2,4,4
Endogenous,SPIB,NM_003121.3,9,4,4,17,5,7,15,10,10,4,8,10
Endogenous,TCL1A,NR_049726.1,3,3,8,6,6,1,3,3,7,6,7,11
Endogenous,TERT,NM_198253.1,35,4,4,42,5,3,9,7,15,16,6,5
Endogenous,TLR2,NM_003264.3,11,7,9,15,5,1,4,5,13,6,7,4
Endogenous,TLR4,NM_138554.2,4,3,4,7,5,1,3,3,4,7,7,3
Endogenous,TLR9,NM_017442.2,2,5,3,7,5,2,8,8,8,14,10,6
Endogenous,TNFRSF17,NM_001192.2,3,2,1,5,2,1,6,1,6,3,3,1
Endogenous,TPSAB1/B2,NM_003294.3,7,7,9,8,6,12,12,5,5,7,4,5
Endogenous,TRAV11,TCRVA_017.1,8,3,6,5,3,6,10,5,9,9,3,4
Endogenous,TRAV7,TCRVA_008.1,8,3,9,6,6,1,5,6,4,6,8,6
Endogenous,TRAV9-1,TCRVA_014.1,6,6,5,2,4,1,5,9,7,5,8,8
Endogenous,TRBV10-1,ENST00000390364.1,13,5,2,4,1,2,13,6,3,8,5,9
Endogenous,TRBV5-8,TCRVB_010.1,18,4,2,13,2,3,7,19,11,10,15,11
Endogenous,TRBV6-4,TCRVB_013.1,49,3,14,49,28,8,12,17,6,12,25,50
